instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,time_of_day,weather_category
52,2011-01-03,1,0,1,0,1,1,1,0.14,0.1061,0.5,0.3881,0,30,30,6.0,Morning,Clear/Partly Cloudy
53,2011-01-03,1,0,1,0,1,1,1,0.14,0.1364,0.5,0.194,1,63,64,7.0,Morning,Clear/Partly Cloudy
54,2011-01-03,1,0,1,0,1,1,1,0.14,0.1212,0.5,0.2836,1,153,154,8.0,Morning,Clear/Partly Cloudy
55,2011-01-03,1,0,1,0,1,1,1,0.16,0.1364,0.43,0.3881,7,81,88,9.0,Morning,Clear/Partly Cloudy
56,2011-01-03,1,0,1,0,1,1,1,0.18,0.1667,0.43,0.2537,11,33,44,10.0,Morning,Clear/Partly Cloudy
57,2011-01-03,1,0,1,0,1,1,1,0.2,0.1818,0.4,0.3284,10,41,51,11.0,Morning,Clear/Partly Cloudy
58,2011-01-03,1,0,1,0,1,1,1,0.22,0.2121,0.35,0.2985,13,48,61,12.0,Afternoon,Clear/Partly Cloudy
59,2011-01-03,1,0,1,0,1,1,1,0.24,0.2121,0.35,0.2836,8,53,61,13.0,Afternoon,Clear/Partly Cloudy
60,2011-01-03,1,0,1,0,1,1,1,0.26,0.2424,0.3,0.2836,11,66,77,14.0,Afternoon,Clear/Partly Cloudy
61,2011-01-03,1,0,1,0,1,1,1,0.26,0.2424,0.3,0.2537,14,58,72,15.0,Afternoon,Clear/Partly Cloudy
62,2011-01-03,1,0,1,0,1,1,1,0.26,0.2424,0.3,0.2537,9,67,76,16.0,Afternoon,Clear/Partly Cloudy
63,2011-01-03,1,0,1,0,1,1,1,0.24,0.2273,0.3,0.2239,11,146,157,17.0,Afternoon,Clear/Partly Cloudy
64,2011-01-03,1,0,1,0,1,1,1,0.24,0.2576,0.32,0.1045,9,148,157,18.0,Evening,Clear/Partly Cloudy
65,2011-01-03,1,0,1,0,1,1,1,0.2,0.2576,0.47,0.0,8,102,110,19.0,Evening,Clear/Partly Cloudy
66,2011-01-03,1,0,1,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52,20.0,Evening,Clear/Partly Cloudy
67,2011-01-03,1,0,1,0,1,1,1,0.18,0.197,0.64,0.1343,3,49,52,21.0,Evening,Clear/Partly Cloudy
68,2011-01-03,1,0,1,0,1,1,1,0.14,0.1515,0.69,0.1343,0,20,20,22.0,Night,Clear/Partly Cloudy
69,2011-01-03,1,0,1,0,1,1,1,0.18,0.2121,0.55,0.1045,1,11,12,23.0,Night,Clear/Partly Cloudy
70,2011-01-04,1,0,1,0,2,1,1,0.16,0.1818,0.55,0.1045,0,5,5,0.0,Night,Clear/Partly Cloudy
71,2011-01-04,1,0,1,0,2,1,1,0.16,0.1818,0.59,0.1045,0,2,2,1.0,Night,Clear/Partly Cloudy
72,2011-01-04,1,0,1,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1,2.0,Night,Clear/Partly Cloudy
73,2011-01-04,1,0,1,0,2,1,1,0.14,0.1818,0.63,0.0896,0,2,2,4.0,Night,Clear/Partly Cloudy
74,2011-01-04,1,0,1,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4,5.0,Morning,Clear/Partly Cloudy
75,2011-01-04,1,0,1,0,2,1,1,0.12,0.1515,0.74,0.1045,0,36,36,6.0,Morning,Clear/Partly Cloudy
76,2011-01-04,1,0,1,0,2,1,1,0.12,0.1515,0.74,0.1343,2,92,94,7.0,Morning,Clear/Partly Cloudy
77,2011-01-04,1,0,1,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179,8.0,Morning,Clear/Partly Cloudy
78,2011-01-04,1,0,1,0,2,1,1,0.16,0.1515,0.64,0.2239,2,98,100,9.0,Morning,Clear/Partly Cloudy
79,2011-01-04,1,0,1,0,2,1,2,0.16,0.1364,0.69,0.3284,5,37,42,10.0,Morning,Mist/Cloudy
80,2011-01-04,1,0,1,0,2,1,1,0.22,0.2121,0.51,0.2985,7,50,57,11.0,Morning,Clear/Partly Cloudy
81,2011-01-04,1,0,1,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78,12.0,Afternoon,Clear/Partly Cloudy
82,2011-01-04,1,0,1,0,2,1,1,0.24,0.2273,0.56,0.194,18,79,97,13.0,Afternoon,Clear/Partly Cloudy
83,2011-01-04,1,0,1,0,2,1,1,0.26,0.2576,0.52,0.2239,9,54,63,14.0,Afternoon,Clear/Partly Cloudy
84,2011-01-04,1,0,1,0,2,1,1,0.28,0.2727,0.52,0.2537,17,48,65,15.0,Afternoon,Clear/Partly Cloudy
85,2011-01-04,1,0,1,0,2,1,1,0.3,0.2879,0.49,0.2537,15,68,83,16.0,Afternoon,Clear/Partly Cloudy
86,2011-01-04,1,0,1,0,2,1,1,0.28,0.2727,0.48,0.2239,10,202,212,17.0,Afternoon,Clear/Partly Cloudy
87,2011-01-04,1,0,1,0,2,1,1,0.26,0.2576,0.48,0.194,3,179,182,18.0,Evening,Clear/Partly Cloudy
88,2011-01-04,1,0,1,0,2,1,1,0.24,0.2576,0.48,0.1045,2,110,112,19.0,Evening,Clear/Partly Cloudy
89,2011-01-04,1,0,1,0,2,1,1,0.24,0.2576,0.48,0.1045,1,53,54,20.0,Evening,Clear/Partly Cloudy
90,2011-01-04,1,0,1,0,2,1,1,0.22,0.2727,0.64,0.0,0,48,48,21.0,Evening,Clear/Partly Cloudy
91,2011-01-04,1,0,1,0,2,1,1,0.22,0.2576,0.64,0.0896,1,34,35,22.0,Night,Clear/Partly Cloudy
92,2011-01-04,1,0,1,0,2,1,1,0.2,0.2273,0.69,0.0896,2,9,11,23.0,Night,Clear/Partly Cloudy
93,2011-01-05,1,0,1,0,3,1,1,0.2,0.2576,0.64,0.0,0,6,6,0.0,Night,Clear/Partly Cloudy
94,2011-01-05,1,0,1,0,3,1,1,0.16,0.197,0.74,0.0896,0,6,6,1.0,Night,Clear/Partly Cloudy
95,2011-01-05,1,0,1,0,3,1,1,0.16,0.197,0.74,0.0896,0,2,2,2.0,Night,Clear/Partly Cloudy
96,2011-01-05,1,0,1,0,3,1,1,0.24,0.2273,0.48,0.2239,0,2,2,4.0,Night,Clear/Partly Cloudy
97,2011-01-05,1,0,1,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3,5.0,Morning,Clear/Partly Cloudy
98,2011-01-05,1,0,1,0,3,1,1,0.2,0.197,0.47,0.2239,0,33,33,6.0,Morning,Clear/Partly Cloudy
99,2011-01-05,1,0,1,0,3,1,1,0.18,0.1818,0.43,0.194,1,87,88,7.0,Morning,Clear/Partly Cloudy
100,2011-01-05,1,0,1,0,3,1,1,0.2,0.1818,0.4,0.2985,3,192,195,8.0,Morning,Clear/Partly Cloudy
101,2011-01-05,1,0,1,0,3,1,1,0.22,0.197,0.37,0.3284,6,109,115,9.0,Morning,Clear/Partly Cloudy
102,2011-01-05,1,0,1,0,3,1,1,0.22,0.197,0.37,0.3284,4,53,57,10.0,Morning,Clear/Partly Cloudy
103,2011-01-05,1,0,1,0,3,1,1,0.26,0.2273,0.33,0.3284,12,34,46,11.0,Morning,Clear/Partly Cloudy
104,2011-01-05,1,0,1,0,3,1,1,0.26,0.2273,0.33,0.3284,5,74,79,12.0,Afternoon,Clear/Partly Cloudy
105,2011-01-05,1,0,1,0,3,1,1,0.28,0.2576,0.3,0.2985,6,65,71,13.0,Afternoon,Clear/Partly Cloudy
106,2011-01-05,1,0,1,0,3,1,1,0.3,0.2879,0.28,0.194,10,52,62,14.0,Afternoon,Clear/Partly Cloudy
107,2011-01-05,1,0,1,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,62,15.0,Afternoon,Clear/Partly Cloudy
108,2011-01-05,1,0,1,0,3,1,1,0.3,0.3182,0.28,0.0896,4,85,89,16.0,Afternoon,Clear/Partly Cloudy
109,2011-01-05,1,0,1,0,3,1,1,0.24,0.2273,0.38,0.194,4,186,190,17.0,Afternoon,Clear/Partly Cloudy
110,2011-01-05,1,0,1,0,3,1,1,0.24,0.2424,0.38,0.1343,3,166,169,18.0,Evening,Clear/Partly Cloudy
111,2011-01-05,1,0,1,0,3,1,1,0.24,0.2576,0.38,0.1045,5,127,132,19.0,Evening,Clear/Partly Cloudy
112,2011-01-05,1,0,1,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89,20.0,Evening,Clear/Partly Cloudy
113,2011-01-05,1,0,1,0,3,1,1,0.2,0.197,0.51,0.194,3,40,43,21.0,Evening,Clear/Partly Cloudy
114,2011-01-05,1,0,1,0,3,1,1,0.18,0.197,0.55,0.1343,1,41,42,22.0,Night,Clear/Partly Cloudy
115,2011-01-05,1,0,1,0,3,1,1,0.2,0.2576,0.47,0.0,1,18,19,23.0,Night,Clear/Partly Cloudy
116,2011-01-06,1,0,1,0,4,1,1,0.18,0.2424,0.55,0.0,0,11,11,0.0,Night,Clear/Partly Cloudy
117,2011-01-06,1,0,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,4,4,1.0,Night,Clear/Partly Cloudy
118,2011-01-06,1,0,1,0,4,1,1,0.16,0.2273,0.64,0.0,0,2,2,2.0,Night,Clear/Partly Cloudy
119,2011-01-06,1,0,1,0,4,1,2,0.16,0.197,0.64,0.0896,0,1,1,4.0,Night,Mist/Cloudy
120,2011-01-06,1,0,1,0,4,1,2,0.14,0.1818,0.69,0.0896,0,4,4,5.0,Morning,Mist/Cloudy
121,2011-01-06,1,0,1,0,4,1,2,0.14,0.1667,0.63,0.1045,0,36,36,6.0,Morning,Mist/Cloudy
122,2011-01-06,1,0,1,0,4,1,2,0.16,0.2273,0.59,0.0,0,95,95,7.0,Morning,Mist/Cloudy
123,2011-01-06,1,0,1,0,4,1,1,0.16,0.2273,0.59,0.0,3,216,219,8.0,Morning,Clear/Partly Cloudy
124,2011-01-06,1,0,1,0,4,1,2,0.18,0.2424,0.51,0.0,6,116,122,9.0,Morning,Mist/Cloudy
125,2011-01-06,1,0,1,0,4,1,1,0.2,0.2576,0.47,0.0,3,42,45,10.0,Morning,Clear/Partly Cloudy
126,2011-01-06,1,0,1,0,4,1,1,0.22,0.2576,0.44,0.0896,2,57,59,11.0,Morning,Clear/Partly Cloudy
127,2011-01-06,1,0,1,0,4,1,1,0.26,0.2879,0.35,0.0,6,78,84,12.0,Afternoon,Clear/Partly Cloudy
128,2011-01-06,1,0,1,0,4,1,1,0.26,0.2727,0.35,0.1045,12,55,67,13.0,Afternoon,Clear/Partly Cloudy
129,2011-01-06,1,0,1,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70,14.0,Afternoon,Clear/Partly Cloudy
130,2011-01-06,1,0,1,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62,15.0,Afternoon,Clear/Partly Cloudy
131,2011-01-06,1,0,1,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86,16.0,Afternoon,Clear/Partly Cloudy
132,2011-01-06,1,0,1,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172,17.0,Afternoon,Clear/Partly Cloudy
133,2011-01-06,1,0,1,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163,18.0,Evening,Clear/Partly Cloudy
134,2011-01-06,1,0,1,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112,19.0,Evening,Clear/Partly Cloudy
135,2011-01-06,1,0,1,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69,20.0,Evening,Clear/Partly Cloudy
136,2011-01-06,1,0,1,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48,21.0,Evening,Mist/Cloudy
137,2011-01-06,1,0,1,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52,22.0,Night,Mist/Cloudy
138,2011-01-06,1,0,1,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23,23.0,Night,Mist/Cloudy
139,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17,0.0,Night,Mist/Cloudy
140,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7,1.0,Night,Mist/Cloudy
141,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1,2.0,Night,Mist/Cloudy
142,2011-01-07,1,0,1,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,4.0,Night,Mist/Cloudy
143,2011-01-07,1,0,1,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5,5.0,Morning,Light Rain/Snow
144,2011-01-07,1,0,1,0,5,1,2,0.2,0.2576,0.69,0.0,8,26,34,6.0,Morning,Mist/Cloudy
145,2011-01-07,1,0,1,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84,7.0,Morning,Clear/Partly Cloudy
146,2011-01-07,1,0,1,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,210,8.0,Morning,Clear/Partly Cloudy
147,2011-01-07,1,0,1,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134,9.0,Morning,Clear/Partly Cloudy
148,2011-01-07,1,0,1,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,10.0,Morning,Clear/Partly Cloudy
149,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67,11.0,Morning,Mist/Cloudy
150,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,59,12.0,Afternoon,Mist/Cloudy
151,2011-01-07,1,0,1,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73,13.0,Afternoon,Mist/Cloudy
152,2011-01-07,1,0,1,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,50,14.0,Afternoon,Mist/Cloudy
153,2011-01-07,1,0,1,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72,15.0,Afternoon,Mist/Cloudy
154,2011-01-07,1,0,1,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,16.0,Afternoon,Mist/Cloudy
155,2011-01-07,1,0,1,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,17.0,Afternoon,Mist/Cloudy
156,2011-01-07,1,0,1,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,18.0,Evening,Clear/Partly Cloudy
157,2011-01-07,1,0,1,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95,19.0,Evening,Clear/Partly Cloudy
158,2011-01-07,1,0,1,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,20.0,Evening,Clear/Partly Cloudy
159,2011-01-07,1,0,1,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39,21.0,Evening,Clear/Partly Cloudy
160,2011-01-07,1,0,1,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36,22.0,Night,Mist/Cloudy
161,2011-01-07,1,0,1,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,23.0,Night,Mist/Cloudy
162,2011-01-08,1,0,1,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,0.0,Night,Mist/Cloudy
163,2011-01-08,1,0,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,1.0,Night,Mist/Cloudy
164,2011-01-08,1,0,1,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,2.0,Night,Mist/Cloudy
165,2011-01-08,1,0,1,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,3.0,Night,Light Rain/Snow
166,2011-01-08,1,0,1,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,4.0,Night,Light Rain/Snow
167,2011-01-08,1,0,1,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,5.0,Morning,Mist/Cloudy
168,2011-01-08,1,0,1,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,6.0,Morning,Mist/Cloudy
169,2011-01-08,1,0,1,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,7.0,Morning,Mist/Cloudy
170,2011-01-08,1,0,1,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,8.0,Morning,Light Rain/Snow
171,2011-01-08,1,0,1,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,9.0,Morning,Light Rain/Snow
172,2011-01-08,1,0,1,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,10.0,Morning,Mist/Cloudy
173,2011-01-08,1,0,1,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,11.0,Morning,Mist/Cloudy
174,2011-01-08,1,0,1,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,12.0,Afternoon,Mist/Cloudy
175,2011-01-08,1,0,1,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,13.0,Afternoon,Clear/Partly Cloudy
176,2011-01-08,1,0,1,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,14.0,Afternoon,Clear/Partly Cloudy
177,2011-01-08,1,0,1,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,15.0,Afternoon,Clear/Partly Cloudy
178,2011-01-08,1,0,1,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,16.0,Afternoon,Clear/Partly Cloudy
179,2011-01-08,1,0,1,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,17.0,Afternoon,Clear/Partly Cloudy
180,2011-01-08,1,0,1,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,18.0,Evening,Clear/Partly Cloudy
181,2011-01-08,1,0,1,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,19.0,Evening,Clear/Partly Cloudy
182,2011-01-08,1,0,1,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,20.0,Evening,Clear/Partly Cloudy
183,2011-01-08,1,0,1,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,21.0,Evening,Clear/Partly Cloudy
184,2011-01-08,1,0,1,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,22.0,Night,Clear/Partly Cloudy
185,2011-01-08,1,0,1,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,23.0,Night,Clear/Partly Cloudy
186,2011-01-09,1,0,1,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,0.0,Night,Clear/Partly Cloudy
187,2011-01-09,1,0,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,1.0,Night,Clear/Partly Cloudy
188,2011-01-09,1,0,1,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,2.0,Night,Clear/Partly Cloudy
189,2011-01-09,1,0,1,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,3.0,Night,Clear/Partly Cloudy
190,2011-01-09,1,0,1,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,4.0,Night,Clear/Partly Cloudy
191,2011-01-09,1,0,1,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,5.0,Morning,Clear/Partly Cloudy
192,2011-01-09,1,0,1,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,6.0,Morning,Clear/Partly Cloudy
193,2011-01-09,1,0,1,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,7.0,Morning,Clear/Partly Cloudy
194,2011-01-09,1,0,1,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,8.0,Morning,Clear/Partly Cloudy
195,2011-01-09,1,0,1,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,9.0,Morning,Clear/Partly Cloudy
196,2011-01-09,1,0,1,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,10.0,Morning,Clear/Partly Cloudy
197,2011-01-09,1,0,1,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,11.0,Morning,Clear/Partly Cloudy
198,2011-01-09,1,0,1,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,12.0,Afternoon,Clear/Partly Cloudy
199,2011-01-09,1,0,1,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,13.0,Afternoon,Clear/Partly Cloudy
200,2011-01-09,1,0,1,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,14.0,Afternoon,Clear/Partly Cloudy
201,2011-01-09,1,0,1,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,15.0,Afternoon,Clear/Partly Cloudy
202,2011-01-09,1,0,1,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,16.0,Afternoon,Clear/Partly Cloudy
203,2011-01-09,1,0,1,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,17.0,Afternoon,Clear/Partly Cloudy
204,2011-01-09,1,0,1,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,18.0,Evening,Clear/Partly Cloudy
205,2011-01-09,1,0,1,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,19.0,Evening,Clear/Partly Cloudy
206,2011-01-09,1,0,1,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,20.0,Evening,Clear/Partly Cloudy
207,2011-01-09,1,0,1,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,21.0,Evening,Clear/Partly Cloudy
208,2011-01-09,1,0,1,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,22.0,Night,Clear/Partly Cloudy
209,2011-01-09,1,0,1,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,23.0,Night,Clear/Partly Cloudy
210,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,0.0,Night,Clear/Partly Cloudy
211,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,1.0,Night,Clear/Partly Cloudy
212,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,2.0,Night,Clear/Partly Cloudy
213,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,3.0,Night,Clear/Partly Cloudy
214,2011-01-10,1,0,1,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,4.0,Night,Clear/Partly Cloudy
215,2011-01-10,1,0,1,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,5.0,Morning,Clear/Partly Cloudy
216,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,6.0,Morning,Clear/Partly Cloudy
217,2011-01-10,1,0,1,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,7.0,Morning,Clear/Partly Cloudy
218,2011-01-10,1,0,1,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,8.0,Morning,Mist/Cloudy
219,2011-01-10,1,0,1,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,9.0,Morning,Mist/Cloudy
220,2011-01-10,1,0,1,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,10.0,Morning,Mist/Cloudy
221,2011-01-10,1,0,1,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,11.0,Morning,Mist/Cloudy
222,2011-01-10,1,0,1,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,12.0,Afternoon,Mist/Cloudy
223,2011-01-10,1,0,1,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,13.0,Afternoon,Mist/Cloudy
224,2011-01-10,1,0,1,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,14.0,Afternoon,Mist/Cloudy
225,2011-01-10,1,0,1,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,15.0,Afternoon,Mist/Cloudy
226,2011-01-10,1,0,1,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,16.0,Afternoon,Clear/Partly Cloudy
227,2011-01-10,1,0,1,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,17.0,Afternoon,Clear/Partly Cloudy
228,2011-01-10,1,0,1,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,18.0,Evening,Clear/Partly Cloudy
229,2011-01-10,1,0,1,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,19.0,Evening,Clear/Partly Cloudy
230,2011-01-10,1,0,1,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,20.0,Evening,Clear/Partly Cloudy
231,2011-01-10,1,0,1,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,21.0,Evening,Clear/Partly Cloudy
232,2011-01-10,1,0,1,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,22.0,Night,Clear/Partly Cloudy
233,2011-01-10,1,0,1,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,23.0,Night,Clear/Partly Cloudy
234,2011-01-11,1,0,1,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,0.0,Night,Clear/Partly Cloudy
235,2011-01-11,1,0,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,1.0,Night,Clear/Partly Cloudy
236,2011-01-11,1,0,1,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,2.0,Night,Mist/Cloudy
237,2011-01-11,1,0,1,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,5.0,Morning,Mist/Cloudy
238,2011-01-11,1,0,1,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,6.0,Morning,Mist/Cloudy
239,2011-01-11,1,0,1,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,7.0,Morning,Mist/Cloudy
240,2011-01-11,1,0,1,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,8.0,Morning,Mist/Cloudy
241,2011-01-11,1,0,1,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,9.0,Morning,Mist/Cloudy
242,2011-01-11,1,0,1,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,10.0,Morning,Mist/Cloudy
243,2011-01-11,1,0,1,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,11.0,Morning,Mist/Cloudy
244,2011-01-11,1,0,1,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,12.0,Afternoon,Mist/Cloudy
245,2011-01-11,1,0,1,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,13.0,Afternoon,Mist/Cloudy
246,2011-01-11,1,0,1,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,14.0,Afternoon,Mist/Cloudy
247,2011-01-11,1,0,1,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,15.0,Afternoon,Mist/Cloudy
248,2011-01-11,1,0,1,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,16.0,Afternoon,Mist/Cloudy
249,2011-01-11,1,0,1,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,17.0,Afternoon,Mist/Cloudy
250,2011-01-11,1,0,1,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,18.0,Evening,Light Rain/Snow
251,2011-01-11,1,0,1,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,19.0,Evening,Light Rain/Snow
252,2011-01-11,1,0,1,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,20.0,Evening,Light Rain/Snow
253,2011-01-11,1,0,1,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,21.0,Evening,Light Rain/Snow
254,2011-01-11,1,0,1,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,22.0,Night,Light Rain/Snow
255,2011-01-11,1,0,1,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,23.0,Night,Light Rain/Snow
256,2011-01-12,1,0,1,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,0.0,Night,Mist/Cloudy
257,2011-01-12,1,0,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,1.0,Night,Mist/Cloudy
258,2011-01-12,1,0,1,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,2.0,Night,Clear/Partly Cloudy
259,2011-01-12,1,0,1,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,5.0,Morning,Clear/Partly Cloudy
